index,emotion,Usage
18905,2,Training
18906,4,Training
18907,3,Training
18908,2,Training
18909,6,Training
18910,4,Training
18911,2,Training
18912,0,Training
18913,6,Training
18914,4,Training
18915,5,Training
18916,2,Training
18917,3,Training
18918,5,Training
18919,4,Training
18920,6,Training
18921,2,Training
18922,3,Training
18923,6,Training
18924,4,Training
18925,4,Training
18926,6,Training
18927,4,Training
18928,0,Training
18929,3,Training
18930,3,Training
18931,6,Training
18932,6,Training
18933,3,Training
18934,3,Training
18935,0,Training
18936,4,Training
18937,4,Training
18938,2,Training
18939,4,Training
18940,6,Training
18941,0,Training
18942,3,Training
18943,2,Training
18944,3,Training
18945,3,Training
18946,6,Training
18947,0,Training
18948,3,Training
18949,0,Training
18950,3,Training
18951,4,Training
18952,3,Training
18953,4,Training
18954,4,Training
18955,4,Training
18956,6,Training
18957,3,Training
18958,5,Training
18959,4,Training
18960,2,Training
18961,3,Training
18962,4,Training
18963,5,Training
18964,2,Training
18965,3,Training
18966,0,Training
18967,2,Training
18968,0,Training
18969,6,Training
18970,0,Training
18971,6,Training
18972,0,Training
18973,6,Training
18974,2,Training
18975,3,Training
18976,2,Training
18977,6,Training
18978,4,Training
18979,3,Training
18980,3,Training
18981,2,Training
18982,5,Training
18983,0,Training
18984,2,Training
18985,3,Training
18986,6,Training
18987,4,Training
18988,2,Training
18989,1,Training
18990,3,Training
18991,0,Training
18992,5,Training
18993,2,Training
18994,0,Training
18995,4,Training
18996,0,Training
18997,0,Training
18998,0,Training
18999,2,Training
19000,2,Training
19001,4,Training
19002,3,Training
19003,4,Training
19004,3,Training
19005,4,Training
19006,3,Training
19007,4,Training
19008,3,Training
19009,6,Training
19010,6,Training
19011,3,Training
19012,3,Training
19013,3,Training
19014,0,Training
19015,4,Training
19016,4,Training
19017,3,Training
19018,2,Training
19019,3,Training
19020,2,Training
19021,3,Training
19022,2,Training
19023,6,Training
19024,6,Training
19025,3,Training
19026,3,Training
19027,4,Training
19028,6,Training
19029,4,Training
19030,4,Training
19031,3,Training
19032,4,Training
19033,3,Training
19034,2,Training
19035,3,Training
19036,3,Training
19037,3,Training
19038,6,Training
19039,5,Training
19040,3,Training
19041,3,Training
19042,6,Training
19043,6,Training
19044,4,Training
19045,3,Training
19046,6,Training
19047,2,Training
19048,2,Training
19049,4,Training
19050,4,Training
19051,5,Training
19052,6,Training
19053,2,Training
19054,3,Training
19055,0,Training
19056,3,Training
19057,2,Training
19058,0,Training
19059,0,Training
19060,0,Training
19061,6,Training
19062,3,Training
19063,3,Training
19064,2,Training
19065,0,Training
19066,0,Training
19067,0,Training
19068,4,Training
19069,4,Training
19070,2,Training
19071,6,Training
19072,5,Training
19073,3,Training
19074,3,Training
19075,4,Training
19076,4,Training
19077,3,Training
19078,0,Training
19079,3,Training
19080,5,Training
19081,4,Training
19082,4,Training
19083,0,Training
19084,4,Training
19085,6,Training
19086,3,Training
19087,5,Training
19088,6,Training
19089,2,Training
19090,4,Training
19091,0,Training
19092,2,Training
19093,0,Training
19094,5,Training
19095,4,Training
19096,3,Training
19097,2,Training
19098,3,Training
19099,3,Training
19100,0,Training
19101,0,Training
19102,3,Training
19103,2,Training
19104,4,Training
19105,3,Training
19106,0,Training
19107,3,Training
19108,0,Training
19109,3,Training
19110,2,Training
19111,6,Training
19112,6,Training
19113,4,Training
19114,0,Training
19115,0,Training
19116,4,Training
19117,3,Training
19118,3,Training
19119,2,Training
19120,5,Training
19121,5,Training
19122,6,Training
19123,2,Training
19124,6,Training
19125,3,Training
19126,3,Training
19127,3,Training
19128,5,Training
19129,2,Training
19130,3,Training
19131,6,Training
19132,3,Training
19133,2,Training
19134,2,Training
19135,4,Training
19136,3,Training
19137,3,Training
19138,6,Training
19139,3,Training
19140,0,Training
19141,4,Training
19142,5,Training
19143,4,Training
19144,4,Training
19145,4,Training
19146,5,Training
19147,0,Training
19148,3,Training
19149,0,Training
19150,3,Training
19151,5,Training
19152,0,Training
19153,4,Training
19154,3,Training
19155,6,Training
19156,3,Training
19157,5,Training
19158,5,Training
19159,3,Training
19160,3,Training
19161,0,Training
19162,3,Training
19163,3,Training
19164,3,Training
19165,4,Training
19166,3,Training
19167,6,Training
19168,3,Training
19169,4,Training
19170,0,Training
19171,4,Training
19172,3,Training
19173,0,Training
19174,3,Training
19175,0,Training
19176,6,Training
19177,5,Training
19178,5,Training
19179,4,Training
19180,1,Training
19181,6,Training
19182,4,Training
19183,0,Training
19184,2,Training
19185,6,Training
19186,6,Training
19187,5,Training
19188,2,Training
19189,6,Training
19190,5,Training
19191,3,Training
19192,3,Training
19193,5,Training
19194,6,Training
19195,2,Training
19196,3,Training
19197,3,Training
19198,3,Training
19199,6,Training
19200,3,Training
19201,6,Training
19202,2,Training
19203,5,Training
19204,6,Training
19205,4,Training
19206,3,Training
19207,5,Training
19208,3,Training
19209,2,Training
19210,3,Training
19211,2,Training
19212,5,Training
19213,0,Training
19214,6,Training
19215,3,Training
19216,2,Training
19217,0,Training
19218,3,Training
19219,3,Training
19220,4,Training
19221,4,Training
19222,5,Training
19223,2,Training
19224,0,Training
19225,2,Training
19226,2,Training
19227,6,Training
19228,5,Training
19229,3,Training
19230,2,Training
19231,5,Training
19232,6,Training
19233,3,Training
19234,6,Training
19235,2,Training
19236,0,Training
19237,2,Training
19238,5,Training
19239,4,Training
19240,3,Training
19241,3,Training
19242,0,Training
19243,0,Training
19244,6,Training
19245,3,Training
19246,3,Training
19247,4,Training
19248,4,Training
19249,4,Training
19250,3,Training
19251,1,Training
19252,2,Training
19253,6,Training
19254,6,Training
19255,4,Training
19256,5,Training
19257,1,Training
19258,6,Training
19259,6,Training
19260,3,Training
19261,4,Training
19262,0,Training
19263,3,Training
19264,6,Training
19265,4,Training
19266,2,Training
19267,5,Training
19268,0,Training
19269,3,Training
19270,3,Training
19271,3,Training
19272,3,Training
19273,4,Training
19274,4,Training
19275,6,Training
19276,2,Training
19277,3,Training
19278,0,Training
19279,3,Training
19280,3,Training
19281,6,Training
19282,3,Training
19283,5,Training
19284,3,Training
19285,4,Training
19286,3,Training
19287,2,Training
19288,6,Training
19289,0,Training
19290,5,Training
19291,3,Training
19292,0,Training
19293,3,Training
19294,4,Training
19295,3,Training
19296,2,Training
19297,2,Training
19298,6,Training
19299,0,Training
19300,3,Training
19301,3,Training
19302,5,Training
19303,4,Training
19304,0,Training
19305,2,Training
19306,6,Training
19307,6,Training
19308,3,Training
19309,0,Training
19310,4,Training
19311,0,Training
19312,4,Training
19313,4,Training
19314,5,Training
19315,4,Training
19316,2,Training
19317,3,Training
19318,3,Training
19319,5,Training
19320,3,Training
19321,4,Training
19322,5,Training
19323,3,Training
19324,6,Training
19325,6,Training
19326,6,Training
19327,0,Training
19328,6,Training
19329,6,Training
19330,3,Training
19331,0,Training
19332,3,Training
19333,6,Training
19334,0,Training
19335,5,Training
19336,3,Training
19337,4,Training
19338,5,Training
19339,3,Training
19340,6,Training
19341,6,Training
19342,6,Training
19343,3,Training
19344,0,Training
19345,6,Training
19346,3,Training
19347,2,Training
19348,0,Training
19349,2,Training
19350,3,Training
19351,5,Training
19352,3,Training
19353,4,Training
19354,6,Training
19355,2,Training
19356,2,Training
19357,3,Training
19358,4,Training
19359,2,Training
19360,0,Training
19361,5,Training
19362,5,Training
19363,3,Training
19364,4,Training
19365,5,Training
19366,4,Training
19367,4,Training
19368,5,Training
19369,0,Training
19370,3,Training
19371,4,Training
19372,4,Training
19373,6,Training
19374,0,Training
19375,2,Training
19376,6,Training
19377,3,Training
19378,3,Training
19379,0,Training
19380,3,Training
19381,3,Training
19382,4,Training
19383,3,Training
19384,4,Training
19385,4,Training
19386,3,Training
19387,5,Training
19388,4,Training
19389,5,Training
19390,6,Training
19391,0,Training
19392,0,Training
19393,4,Training
19394,0,Training
19395,0,Training
19396,2,Training
19397,6,Training
19398,3,Training
19399,3,Training
19400,3,Training
19401,6,Training
19402,3,Training
19403,5,Training
19404,2,Training
19405,0,Training
19406,6,Training
19407,4,Training
19408,0,Training
19409,4,Training
19410,0,Training
19411,6,Training
19412,6,Training
19413,0,Training
19414,4,Training
19415,4,Training
19416,2,Training
19417,3,Training
19418,6,Training
19419,6,Training
19420,2,Training
19421,3,Training
19422,4,Training
19423,0,Training
19424,5,Training
19425,0,Training
19426,4,Training
19427,2,Training
19428,4,Training
19429,6,Training
19430,2,Training
19431,5,Training
19432,4,Training
19433,3,Training
19434,5,Training
19435,6,Training
19436,0,Training
19437,3,Training
19438,3,Training
19439,2,Training
19440,4,Training
19441,3,Training
19442,0,Training
19443,3,Training
19444,2,Training
19445,2,Training
19446,4,Training
19447,3,Training
19448,0,Training
19449,3,Training
19450,6,Training
19451,3,Training
19452,5,Training
19453,5,Training
19454,2,Training
19455,6,Training
19456,0,Training
19457,4,Training
19458,0,Training
19459,4,Training
19460,4,Training
19461,4,Training
19462,3,Training
19463,0,Training
19464,3,Training
19465,3,Training
19466,4,Training
19467,3,Training
19468,2,Training
19469,2,Training
19470,4,Training
19471,2,Training
19472,3,Training
19473,2,Training
19474,2,Training
19475,2,Training
19476,0,Training
19477,0,Training
19478,3,Training
19479,6,Training
19480,0,Training
19481,3,Training
19482,5,Training
19483,6,Training
19484,2,Training
19485,0,Training
19486,4,Training
19487,4,Training
19488,1,Training
19489,4,Training
19490,0,Training
19491,0,Training
19492,3,Training
19493,3,Training
19494,4,Training
19495,6,Training
19496,3,Training
19497,2,Training
19498,5,Training
19499,3,Training
19500,0,Training
19501,4,Training
19502,0,Training
19503,0,Training
19504,4,Training
19505,3,Training
19506,4,Training
19507,5,Training
19508,2,Training
19509,3,Training
19510,4,Training
19511,2,Training
19512,0,Training
19513,2,Training
19514,3,Training
19515,3,Training
19516,6,Training
19517,3,Training
19518,4,Training
19519,5,Training
19520,0,Training
19521,6,Training
19522,2,Training
19523,4,Training
19524,3,Training
19525,6,Training
19526,0,Training
19527,6,Training
19528,4,Training
19529,3,Training
19530,3,Training
19531,4,Training
19532,5,Training
19533,6,Training
19534,3,Training
19535,4,Training
19536,3,Training
19537,3,Training
19538,2,Training
19539,3,Training
19540,6,Training
19541,0,Training
19542,4,Training
19543,0,Training
19544,4,Training
19545,6,Training
19546,3,Training
19547,3,Training
19548,3,Training
19549,6,Training
19550,5,Training
19551,0,Training
19552,6,Training
19553,5,Training
19554,2,Training
19555,3,Training
19556,5,Training
19557,0,Training
19558,3,Training
19559,2,Training
19560,6,Training
19561,3,Training
19562,3,Training
19563,3,Training
19564,6,Training
19565,4,Training
19566,3,Training
19567,6,Training
19568,3,Training
19569,4,Training
19570,5,Training
19571,6,Training
19572,2,Training
19573,4,Training
19574,2,Training
19575,6,Training
19576,6,Training
19577,6,Training
19578,4,Training
19579,0,Training
19580,4,Training
19581,6,Training
19582,6,Training
19583,0,Training
19584,0,Training
19585,2,Training
19586,0,Training
19587,4,Training
19588,3,Training
19589,3,Training
19590,6,Training
19591,6,Training
19592,3,Training
19593,4,Training
19594,5,Training
19595,6,Training
19596,3,Training
19597,3,Training
19598,6,Training
19599,2,Training
19600,3,Training
19601,5,Training
19602,3,Training
19603,0,Training
19604,3,Training
19605,3,Training
19606,6,Training
19607,4,Training
19608,1,Training
19609,6,Training
19610,4,Training
19611,6,Training
19612,2,Training
19613,3,Training
19614,3,Training
19615,6,Training
19616,3,Training
19617,4,Training
19618,2,Training
19619,4,Training
19620,3,Training
19621,4,Training
19622,4,Training
19623,2,Training
19624,3,Training
19625,4,Training
19626,3,Training
19627,4,Training
19628,6,Training
19629,6,Training
19630,5,Training
19631,0,Training
19632,6,Training
19633,1,Training
19634,2,Training
19635,6,Training
19636,3,Training
19637,5,Training
19638,0,Training
19639,0,Training
19640,6,Training
19641,5,Training
19642,2,Training
19643,6,Training
19644,2,Training
19645,3,Training
19646,3,Training
19647,6,Training
19648,5,Training
19649,1,Training
19650,5,Training
19651,2,Training
19652,3,Training
19653,2,Training
19654,4,Training
19655,0,Training
19656,0,Training
19657,3,Training
19658,0,Training
19659,3,Training
19660,5,Training
19661,2,Training
19662,0,Training
19663,4,Training
19664,0,Training
19665,5,Training
19666,3,Training
19667,0,Training
19668,3,Training
19669,2,Training
19670,2,Training
19671,0,Training
19672,3,Training
19673,2,Training
19674,4,Training
19675,6,Training
19676,4,Training
19677,3,Training
19678,4,Training
19679,3,Training
19680,3,Training
19681,2,Training
19682,2,Training
19683,0,Training
19684,2,Training
19685,0,Training
19686,2,Training
19687,6,Training
19688,0,Training
19689,6,Training
19690,2,Training
19691,5,Training
19692,5,Training
19693,2,Training
19694,0,Training
19695,3,Training
19696,3,Training
19697,6,Training
19698,2,Training
19699,3,Training
19700,3,Training
19701,4,Training
19702,6,Training
19703,3,Training
19704,0,Training
19705,3,Training
19706,4,Training
19707,3,Training
19708,5,Training
19709,3,Training
19710,3,Training
19711,3,Training
19712,2,Training
19713,6,Training
19714,5,Training
19715,6,Training
19716,4,Training
19717,3,Training
19718,3,Training
19719,3,Training
19720,5,Training
19721,5,Training
19722,3,Training
19723,3,Training
19724,5,Training
19725,6,Training
19726,3,Training
19727,3,Training
19728,3,Training
19729,6,Training
19730,2,Training
19731,4,Training
19732,0,Training
19733,5,Training
19734,1,Training
19735,0,Training
19736,4,Training
19737,0,Training
19738,2,Training
19739,6,Training
19740,2,Training
19741,6,Training
19742,4,Training
19743,0,Training
19744,3,Training
19745,5,Training
19746,0,Training
19747,3,Training
19748,3,Training
19749,0,Training
19750,0,Training
19751,0,Training
19752,4,Training
19753,6,Training
19754,2,Training
19755,5,Training
19756,5,Training
19757,3,Training
19758,6,Training
19759,6,Training
19760,4,Training
19761,3,Training
19762,0,Training
19763,2,Training
19764,4,Training
19765,0,Training
19766,0,Training
19767,5,Training
19768,3,Training
19769,4,Training
19770,1,Training
19771,3,Training
19772,3,Training
19773,3,Training
19774,5,Training
19775,4,Training
19776,0,Training
19777,5,Training
19778,6,Training
19779,2,Training
19780,3,Training
19781,5,Training
19782,3,Training
19783,3,Training
19784,3,Training
19785,4,Training
19786,5,Training
19787,6,Training
19788,0,Training
19789,6,Training
19790,0,Training
19791,3,Training
19792,4,Training
19793,6,Training
19794,6,Training
19795,5,Training
19796,4,Training
19797,6,Training
19798,6,Training
19799,4,Training
19800,3,Training
19801,1,Training
19802,0,Training
19803,3,Training
19804,6,Training
19805,4,Training
19806,6,Training
19807,1,Training
19808,2,Training
19809,3,Training
19810,2,Training
19811,0,Training
19812,3,Training
19813,1,Training
19814,2,Training
19815,6,Training
19816,5,Training
19817,3,Training
19818,3,Training
19819,0,Training
19820,2,Training
19821,4,Training
19822,4,Training
19823,4,Training
19824,4,Training
19825,4,Training
19826,4,Training
19827,4,Training
19828,2,Training
19829,6,Training
19830,5,Training
19831,1,Training
19832,0,Training
19833,0,Training
19834,6,Training
19835,0,Training
19836,5,Training
19837,3,Training
19838,4,Training
19839,3,Training
19840,2,Training
19841,2,Training
19842,4,Training
19843,6,Training
19844,0,Training
19845,6,Training
19846,6,Training
19847,0,Training
19848,4,Training
19849,5,Training
19850,3,Training
19851,4,Training
19852,6,Training
19853,6,Training
19854,2,Training
19855,6,Training
19856,4,Training
19857,4,Training
19858,4,Training
19859,3,Training
19860,3,Training
19861,4,Training
19862,3,Training
19863,6,Training
19864,4,Training
19865,3,Training
19866,0,Training
19867,6,Training
19868,6,Training
19869,3,Training
19870,3,Training
19871,6,Training
19872,2,Training
19873,0,Training
19874,0,Training
19875,3,Training
19876,0,Training
19877,0,Training
19878,3,Training
19879,4,Training
19880,4,Training
19881,3,Training
19882,4,Training
19883,3,Training
19884,4,Training
19885,3,Training
19886,6,Training
19887,2,Training
19888,2,Training
19889,3,Training
19890,6,Training
19891,2,Training
19892,3,Training
19893,4,Training
19894,3,Training
19895,6,Training
19896,2,Training
19897,2,Training
19898,6,Training
19899,3,Training
19900,6,Training
19901,6,Training
19902,3,Training
19903,5,Training
19904,5,Training
19905,6,Training
19906,0,Training
19907,1,Training
19908,2,Training
19909,4,Training
19910,3,Training
19911,1,Training
19912,2,Training
19913,3,Training
19914,3,Training
19915,5,Training
19916,4,Training
19917,4,Training
19918,3,Training
19919,3,Training
19920,5,Training
19921,0,Training
19922,6,Training
19923,0,Training
19924,0,Training
19925,6,Training
19926,4,Training
19927,3,Training
19928,5,Training
19929,5,Training
19930,3,Training
19931,2,Training
19932,5,Training
19933,3,Training
19934,4,Training
19935,6,Training
19936,6,Training
19937,6,Training
19938,0,Training
19939,0,Training
19940,3,Training
19941,6,Training
19942,6,Training
19943,3,Training
19944,3,Training
19945,4,Training
19946,4,Training
19947,3,Training
19948,4,Training
19949,5,Training
19950,0,Training
19951,6,Training
19952,3,Training
19953,6,Training
19954,0,Training
19955,6,Training
19956,3,Training
19957,3,Training
19958,3,Training
19959,2,Training
19960,6,Training
19961,0,Training
19962,3,Training
19963,6,Training
19964,6,Training
19965,3,Training
19966,6,Training
19967,2,Training
19968,3,Training
19969,4,Training
19970,2,Training
19971,3,Training
19972,5,Training
19973,4,Training
19974,5,Training
19975,4,Training
19976,4,Training
19977,3,Training
19978,5,Training
19979,3,Training
19980,5,Training
19981,3,Training
19982,3,Training
19983,6,Training
19984,6,Training
19985,5,Training
19986,6,Training
19987,3,Training
19988,2,Training
19989,3,Training
19990,6,Training
19991,1,Training
19992,3,Training
19993,6,Training
19994,6,Training
19995,2,Training
19996,3,Training
19997,4,Training
19998,5,Training
19999,2,Training
20000,3,Training
20001,4,Training
20002,3,Training
20003,5,Training
20004,0,Training
20005,3,Training
20006,5,Training
20007,6,Training
20008,6,Training
20009,4,Training
20010,4,Training
20011,4,Training
20012,3,Training
20013,3,Training
20014,2,Training
20015,5,Training
20016,4,Training
20017,0,Training
20018,5,Training
20019,6,Training
20020,5,Training
20021,3,Training
20022,3,Training
20023,3,Training
20024,2,Training
20025,3,Training
20026,6,Training
20027,0,Training
20028,6,Training
20029,6,Training
20030,1,Training
20031,0,Training
20032,3,Training
20033,0,Training
20034,6,Training
20035,5,Training
20036,6,Training
20037,2,Training
20038,2,Training
20039,3,Training
20040,3,Training
20041,5,Training
20042,6,Training
20043,3,Training
20044,0,Training
20045,6,Training
20046,4,Training
20047,4,Training
20048,3,Training
20049,3,Training
20050,0,Training
20051,0,Training
20052,1,Training
20053,4,Training
20054,3,Training
20055,2,Training
20056,4,Training
20057,6,Training
20058,2,Training
20059,3,Training
20060,3,Training
20061,3,Training
20062,2,Training
20063,6,Training
20064,5,Training
20065,4,Training
20066,3,Training
20067,3,Training
20068,6,Training
20069,4,Training
20070,0,Training
20071,0,Training
20072,4,Training
20073,4,Training
20074,3,Training
20075,0,Training
20076,0,Training
20077,5,Training
20078,5,Training
20079,3,Training
20080,4,Training
20081,3,Training
20082,3,Training
20083,2,Training
20084,5,Training
20085,3,Training
20086,6,Training
20087,3,Training
20088,2,Training
20089,6,Training
20090,6,Training
20091,3,Training
20092,5,Training
20093,2,Training
20094,2,Training
20095,3,Training
20096,3,Training
20097,4,Training
20098,4,Training
20099,2,Training
20100,4,Training
20101,5,Training
20102,6,Training
20103,1,Training
20104,4,Training
20105,6,Training
20106,6,Training
20107,3,Training
20108,4,Training
20109,2,Training
20110,0,Training
20111,3,Training
20112,5,Training
20113,5,Training
20114,3,Training
20115,6,Training
20116,2,Training
20117,2,Training
20118,6,Training
20119,6,Training
20120,3,Training
20121,2,Training
20122,3,Training
20123,2,Training
20124,0,Training
20125,3,Training
20126,3,Training
20127,3,Training
20128,3,Training
20129,3,Training
20130,0,Training
20131,3,Training
20132,2,Training
20133,4,Training
20134,4,Training
20135,2,Training
20136,3,Training
20137,1,Training
20138,3,Training
20139,5,Training
20140,3,Training
20141,5,Training
20142,3,Training
20143,6,Training
20144,5,Training
20145,5,Training
20146,5,Training
20147,2,Training
20148,5,Training
20149,4,Training
20150,6,Training
20151,3,Training
20152,4,Training
20153,6,Training
20154,6,Training
20155,3,Training
20156,6,Training
20157,6,Training
20158,6,Training
20159,4,Training
20160,6,Training
20161,6,Training
20162,5,Training
20163,5,Training
20164,6,Training
20165,3,Training
20166,4,Training
20167,5,Training
20168,0,Training
20169,3,Training
20170,4,Training
20171,4,Training
20172,4,Training
20173,4,Training
20174,6,Training
20175,4,Training
20176,3,Training
20177,3,Training
20178,3,Training
20179,6,Training
20180,5,Training
20181,3,Training
20182,2,Training
20183,0,Training
20184,6,Training
20185,6,Training
20186,0,Training
20187,3,Training
20188,2,Training
20189,6,Training
20190,3,Training
20191,2,Training
20192,4,Training
20193,4,Training
20194,2,Training
20195,2,Training
20196,3,Training
20197,4,Training
20198,6,Training
20199,6,Training
20200,0,Training
20201,3,Training
20202,4,Training
20203,4,Training
20204,6,Training
20205,5,Training
20206,5,Training
20207,3,Training
20208,3,Training
20209,5,Training
20210,4,Training
20211,5,Training
20212,2,Training
20213,3,Training
20214,2,Training
20215,2,Training
20216,3,Training
20217,4,Training
20218,3,Training
20219,3,Training
20220,6,Training
20221,3,Training
20222,0,Training
20223,6,Training
20224,5,Training
20225,1,Training
20226,3,Training
20227,0,Training
20228,3,Training
20229,3,Training
20230,4,Training
20231,5,Training
20232,4,Training
20233,4,Training
20234,6,Training
20235,3,Training
20236,6,Training
20237,0,Training
20238,3,Training
20239,3,Training
20240,3,Training
20241,5,Training
20242,3,Training
20243,3,Training
20244,5,Training
20245,2,Training
20246,6,Training
20247,3,Training
20248,4,Training
20249,2,Training
20250,6,Training
20251,6,Training
20252,3,Training
20253,3,Training
20254,2,Training
20255,2,Training
20256,5,Training
20257,6,Training
20258,3,Training
20259,0,Training
20260,4,Training
20261,6,Training
20262,5,Training
20263,3,Training
20264,0,Training
20265,2,Training
20266,0,Training
20267,3,Training
20268,3,Training
20269,2,Training
20270,3,Training
20271,3,Training
20272,6,Training
20273,0,Training
20274,6,Training
20275,3,Training
20276,3,Training
20277,2,Training
20278,6,Training
20279,3,Training
20280,4,Training
20281,2,Training
20282,2,Training
20283,3,Training
20284,2,Training
20285,3,Training
20286,3,Training
20287,0,Training
20288,4,Training
20289,6,Training
20290,0,Training
20291,3,Training
20292,6,Training
20293,5,Training
20294,4,Training
20295,2,Training
20296,3,Training
20297,0,Training
20298,0,Training
20299,6,Training
20300,5,Training
20301,4,Training
20302,5,Training
20303,0,Training
20304,4,Training
20305,2,Training
20306,2,Training
20307,3,Training
20308,4,Training
20309,3,Training
20310,5,Training
20311,5,Training
20312,0,Training
20313,4,Training
20314,3,Training
20315,3,Training
20316,5,Training
20317,4,Training
20318,3,Training
20319,2,Training
20320,0,Training
20321,4,Training
20322,4,Training
20323,4,Training
20324,4,Training
20325,1,Training
20326,4,Training
20327,4,Training
20328,0,Training
20329,5,Training
20330,3,Training
20331,0,Training
20332,2,Training
20333,4,Training
20334,3,Training
20335,1,Training
20336,6,Training
20337,2,Training
20338,6,Training
20339,4,Training
20340,2,Training
20341,3,Training
20342,4,Training
20343,2,Training
20344,6,Training
20345,6,Training
20346,3,Training
20347,4,Training
20348,4,Training
20349,0,Training
20350,5,Training
20351,4,Training
20352,3,Training
20353,0,Training
20354,3,Training
20355,3,Training
20356,6,Training
20357,6,Training
20358,2,Training
20359,6,Training
20360,6,Training
20361,3,Training
20362,4,Training
20363,5,Training
20364,2,Training
20365,3,Training
20366,2,Training
20367,5,Training
20368,2,Training
20369,5,Training
20370,3,Training
20371,3,Training
20372,6,Training
20373,5,Training
20374,0,Training
20375,4,Training
20376,3,Training
20377,3,Training
20378,3,Training
20379,3,Training
20380,3,Training
20381,2,Training
20382,5,Training
20383,6,Training
20384,1,Training
20385,0,Training
20386,3,Training
20387,5,Training
20388,2,Training
20389,4,Training
20390,3,Training
20391,0,Training
20392,6,Training
20393,4,Training
20394,4,Training
20395,4,Training
20396,2,Training
20397,4,Training
20398,2,Training
20399,3,Training
20400,4,Training
20401,3,Training
20402,4,Training
20403,0,Training
20404,0,Training
20405,6,Training
20406,6,Training
20407,5,Training
20408,6,Training
20409,0,Training
20410,0,Training
20411,2,Training
20412,3,Training
20413,5,Training
20414,3,Training
20415,3,Training
20416,6,Training
20417,3,Training
20418,3,Training
20419,5,Training
20420,2,Training
20421,0,Training
20422,3,Training
20423,6,Training
20424,2,Training
20425,4,Training
20426,5,Training
20427,2,Training
20428,3,Training
20429,4,Training
20430,3,Training
20431,4,Training
20432,6,Training
20433,0,Training
20434,6,Training
20435,3,Training
20436,0,Training
20437,6,Training
20438,2,Training
20439,5,Training
20440,4,Training
20441,4,Training
20442,2,Training
20443,4,Training
20444,5,Training
20445,3,Training
20446,4,Training
20447,5,Training
20448,2,Training
20449,5,Training
20450,2,Training
20451,0,Training
20452,2,Training
20453,2,Training
20454,2,Training
20455,4,Training
20456,6,Training
20457,3,Training
20458,0,Training
20459,0,Training
20460,3,Training
20461,2,Training
20462,4,Training
20463,4,Training
20464,5,Training
20465,3,Training
20466,4,Training
20467,5,Training
20468,4,Training
20469,4,Training
20470,0,Training
20471,2,Training
20472,6,Training
20473,2,Training
20474,5,Training
20475,1,Training
20476,2,Training
20477,0,Training
20478,0,Training
20479,3,Training
20480,6,Training
20481,4,Training
20482,6,Training
20483,0,Training
20484,5,Training
20485,1,Training
20486,6,Training
20487,3,Training
20488,4,Training
20489,6,Training
20490,3,Training
20491,3,Training
20492,0,Training
20493,2,Training
20494,4,Training
20495,2,Training
20496,6,Training
20497,6,Training
20498,4,Training
20499,3,Training
20500,3,Training
20501,3,Training
20502,3,Training
20503,4,Training
20504,4,Training
20505,0,Training
20506,3,Training
20507,3,Training
20508,2,Training
20509,4,Training
20510,3,Training
20511,4,Training
20512,5,Training
20513,5,Training
20514,6,Training
20515,5,Training
20516,6,Training
20517,6,Training
20518,3,Training
20519,3,Training
20520,2,Training
20521,6,Training
20522,4,Training
20523,3,Training
20524,6,Training
20525,3,Training
20526,2,Training
20527,3,Training
20528,5,Training
20529,3,Training
20530,2,Training
20531,2,Training
20532,0,Training
20533,3,Training
20534,6,Training
20535,4,Training
20536,2,Training
20537,5,Training
20538,4,Training
20539,0,Training
20540,0,Training
20541,2,Training
20542,2,Training
20543,3,Training
20544,0,Training
20545,2,Training
20546,5,Training
20547,3,Training
20548,6,Training
20549,6,Training
20550,0,Training
20551,3,Training
20552,3,Training
20553,6,Training
20554,6,Training
20555,5,Training
20556,0,Training
20557,2,Training
20558,4,Training
20559,0,Training
20560,4,Training
20561,3,Training
20562,5,Training
20563,4,Training
20564,3,Training
20565,6,Training
20566,3,Training
20567,3,Training
20568,3,Training
20569,2,Training
20570,2,Training
20571,6,Training
20572,6,Training
20573,5,Training
20574,3,Training
20575,5,Training
20576,3,Training
20577,4,Training
20578,4,Training
20579,2,Training
20580,3,Training
20581,6,Training
20582,0,Training
20583,3,Training
20584,5,Training
20585,2,Training
20586,0,Training
20587,5,Training
20588,6,Training
20589,4,Training
20590,6,Training
20591,3,Training
20592,4,Training
20593,6,Training
20594,5,Training
20595,3,Training
20596,3,Training
20597,5,Training
20598,2,Training
20599,3,Training
20600,2,Training
20601,4,Training
20602,6,Training
20603,6,Training
20604,0,Training
20605,3,Training
20606,3,Training
20607,3,Training
20608,0,Training
20609,2,Training
20610,6,Training
20611,6,Training
20612,3,Training
20613,3,Training
20614,5,Training
20615,6,Training
20616,3,Training
20617,2,Training
20618,6,Training
20619,3,Training
20620,2,Training
20621,6,Training
20622,2,Training
20623,3,Training
20624,5,Training
20625,0,Training
20626,3,Training
20627,0,Training
20628,0,Training
20629,0,Training
20630,0,Training
20631,4,Training
20632,6,Training
20633,3,Training
20634,2,Training
20635,0,Training
20636,2,Training
20637,6,Training
20638,3,Training
20639,2,Training
20640,0,Training
20641,2,Training
20642,0,Training
20643,0,Training
20644,6,Training
20645,3,Training
20646,5,Training
20647,3,Training
20648,3,Training
20649,0,Training
20650,4,Training
20651,2,Training
20652,4,Training
